StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-13 11:20:24,2020-11-13 11:25:18,IP Address,81.225.155.158,100,293,TRUE,2020-11-13 11:25:18,R_24uVkPLxDXlgb2F,,,,,57.66870117,12.57269287,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Personen paddlar,Personen tar sig framat,Personen star pa en sup-brada,,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,,,6,6,6,4,2,"Stammer inte alls
1","Stammer inte alls
1",2,2,2,3,"Stammer inte alls
1",6,6,6,Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konstillhorighet och asikter om det,Nej,Nej,Vissa sag ihopsatta ut,bnryrpz,,
2020-11-13 11:22:01,2020-11-13 11:27:10,IP Address,94.234.44.63,100,309,TRUE,2020-11-13 11:27:10,R_1db3odJSofkoZ5X,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen star upp.,Hen paddlar.,Hen paddlar sup eller kanot.,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,38,Kvinna,2,2,2,5,2,2,2,2,2,2,"Stammer helt
7",5,3,2,2,Aldrig,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,Man och kvinnor.,Nej.,Nej inte alls.,Kandes som att nan kom tva ganger och att nagra paborjat/genomgatt nan form av konskorrigering.,uhfdxot,,
2020-11-13 11:23:42,2020-11-13 11:30:08,IP Address,213.112.115.56,100,386,TRUE,2020-11-13 11:30:09,R_puQQ4DYopi2tDvr,,,,,59.36129761,17.97109985,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Har en paddel i handen,Star i en bat och paddlar,Paddlar i vatten,Man,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,45,Kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7",2,"Stammer inte alls
1","Stammer inte alls
1",4,2,"Stammer helt
7",6,"Stammer inte alls
1",6,6,"Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet,Nej,Nej,Ja de sag ihopklippta ut,axfpyxe,,
2020-11-13 11:38:53,2020-11-13 11:43:13,IP Address,176.10.140.230,100,259,TRUE,2020-11-13 11:43:13,R_1jfE6IV3CTldd4R,,,,,56.74459839,15.90710449,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,En person som star pa en brada,Ror med aror,Anstranger sig ,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,38,Kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,4,4,Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konstillhorighet ,Ja,Nej,Ja,ympukxz,,
2020-11-13 11:37:28,2020-11-13 11:43:55,IP Address,88.129.134.34,100,386,TRUE,2020-11-13 11:43:55,R_1pEdQ2htrwMpQBX,,,,,56.16160583,15.58659363,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar ,Han star upp och paddlar ,Han haller i en paddel ,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,24,Kvinna,2,5,6,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",3,"Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,,,,,gnbfszy,,
2020-11-13 11:38:21,2020-11-13 11:45:35,IP Address,81.226.80.155,100,434,TRUE,2020-11-13 11:45:35,R_1rk3n6UWDbY3bsq,,,,,58.56669617,14,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Paddlar kanot,Star och padlar,Paddlar,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,49,Man,"Stammer inte alls
1",4,"Stammer helt
7",4,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7",4,"Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,Ingen aning att man ens tar fram en sadan undersokning ,Nej,Nej,Nej,ykztfrr,,
2020-11-13 11:30:41,2020-11-13 11:47:22,IP Address,5.241.49.140,100,1000,TRUE,2020-11-13 11:47:23,R_2CZISAQ854iJCGZ,,,,,55.37510681,13.15690613,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star och paddlar kraftfullt framat.,Hon balanserar nar hon paddlar.,Hon paddlar ensam.,,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,63,Kvinna,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7",5,2,2,3,6,2,4,"Stammer inte alls
1",2,6,6,Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet,Nej,Nej,Nej,nbstonn,,
2020-11-13 12:01:16,2020-11-13 12:08:00,IP Address,217.209.112.217,100,403,TRUE,2020-11-13 12:08:02,R_czNHkgCbDVyTkiZ,,,,,56.19999695,14.83329773,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Star upp,Pa en surfbrada,Och paddlar,,,,,,,Man,Man,Man,Man,Man,Vet ej,Kvinna,Vet ej,Kvinna,Vet ej,Man,Vet ej,Vet ej,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,54,Kvinna,"Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7",4,5,"Stammer inte alls
1","Mycket daligt
1",3,"Mycket daligt
1",Nagon gang om aret,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsuppfattning,Nej,Nej,"Tveksam i en del fall, men svarade spontant",xturyhv,,
2020-11-13 12:09:52,2020-11-13 12:18:55,IP Address,81.232.120.110,100,542,TRUE,2020-11-13 12:18:56,R_1QfJc3zH1Hp8O1m,,,,,57.77049255,12.26899719,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar framat. ,Hon petar med en paddel i vattnet. ,Hon paddlar brada i vattnet.,,,,,,,,,,Man,Man,Man,Man,Man,Man,Vet ej,Icke-binar,Icke-binar,Vet ej,Man,Man,Vet ej,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,49,Kvinna,"Stammer inte alls
1",5,"Stammer helt
7",2,3,5,"Stammer inte alls
1",5,"Stammer inte alls
1",5,6,"Stammer inte alls
1",4,5,5,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Kon- utseende,Nej,Nej,Ja en del sag laskiga ut som fantombilder pa brottslingar. ,cqeyaph,,
2020-11-13 11:47:52,2020-11-13 12:27:44,IP Address,90.142.34.152,100,2392,TRUE,2020-11-13 12:27:44,R_rl1V6hBZRxXhCJH,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen haller i en ara/paddel,Hen ser ut att paddla ,Hen star pa en typ av suringbrada ,,,,Man,Man,Man,Man,Man,Man,Icke-binar,Kvinna,Man,Kvinna,Icke-binar,Vet ej,Kvinna,Icke-binar,Kvinna,,Kvinna,Kvinna,Kvinna,Kvinna,51,Kvinna,5,4,2,5,"Stammer helt
7","Stammer inte alls
1",5,"Stammer helt
7",4,"Stammer inte alls
1",4,2,4,4,"Mycket bra
7",Nagon gang i manaden,Dagligen,"Ja, annan person (ange)",Elever i min sons klass och en i grundskolan och 2 personer nu pa gymnasiet ,"asikter om konsneutralitet, genusfragor.","Nej, jag ar sjalv saker pa mina asikter, dock kan jag kanna lite att man forvantas svara pa ett visst satt.","Nej, dock ar fragan om man raknar sig sjalv som feminist lite svar da det finns flera typer av feminister. Sedan ar det ocksa olika vad den enskilda individen identifierar vad feminism ar.","Ja, nagot ansikte sag lite markligt ut, nastan som att det var for bearbetat ut.",pzdsxqf,,
2020-11-13 12:14:28,2020-11-13 12:28:27,IP Address,92.34.77.139,100,839,TRUE,2020-11-13 12:28:28,R_2VKFZEV4hMjdh5w,,,,,59.27409363,15.206604,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen star upp,Hen anvander en paddel,Hen tar sig framat,,,,Man,Man,Man,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,23,Kvinna,3,5,5,3,2,2,2,2,4,4,6,"Stammer inte alls
1",5,5,6,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Genus och vad som anses okej.,Att svara som att konsneutralt ar ”bra”.,"Nej, forsokte att undvika det.",De sag ut som om man photoshopat ihop 2 ansikten.,sfkasga,,
2020-11-13 12:13:33,2020-11-13 12:35:37,IP Address,45.138.141.155,100,1323,TRUE,2020-11-13 12:35:38,R_2RU67oMrsN6XSbM,,,,,57.93029785,12.53340149,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen tar sig fram med hjalp av en ara.,Personen ror kanske staende pa en surfbrada.,Personen ror kanske staende pa en flotte.,Man,Man,Vet ej,Man,Man,Man,Kvinna,Vet ej,Kvinna,Kvinna,Man,Vet ej,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,61,Kvinna,3,"Stammer helt
7",5,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hur samhallet och individer forhaller sig till manligt eller kvinnligt.,Bara hur jag sjalv upplever fragorna ur mitt perspektiv.,Svarade bara arligt sa gott jag kunnat.,En del var sjalvklara andra var lite svarare att avgora.,bkqxrbb,,
2020-11-13 12:28:25,2020-11-13 12:40:11,IP Address,94.191.153.39,100,706,TRUE,2020-11-13 12:40:12,R_3s5Hi0Bd7bHYzh6,,,,,59.32470703,18.05599976,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Hen ser ut att halla i en paddel,Hen ser ut att sta pa en typ surfingbrada,Hen ser ut att ro,,,,,,,Man,Man,Icke-binar,Man,Man,Man,Icke-binar,Kvinna,Kvinna,Kvinna,Icke-binar,Icke-binar,Kvinna,Vet ej,Kvinna,,Kvinna,Kvinna,Icke-binar,Kvinna,51,Kvinna,3,3,2,5,5,"Stammer inte alls
1",2,5,2,3,4,2,4,5,"Mycket bra
7",Nagon gang i manaden,Dagligen,"Ja, annan person (ange)",Klasskamrater till sonen i gymnasiet ,Genusfragor ,Lite,"Nej, jag har starka asikter. ","Nagot ansikte sag lite ""bearbetat ut",pzdsxqf,,
2020-11-13 12:38:19,2020-11-13 12:45:08,IP Address,45.138.141.155,100,409,TRUE,2020-11-13 12:45:09,R_2diRuQIfYMJZ0r3,,,,,57.93029785,12.53340149,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,En person som ror pa sjon.,En person som ror staende pa en surfbrada,En person som ror en flotte.,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,61,Kvinna,2,"Stammer helt
7","Stammer helt
7",4,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,Samhallets syn pa manligt/kvinnligt samt vad jag sjalv anser.,Bara att jag maste svara arligt och utifran vad jag tycker.,Nej.,"En del var svara, andra latta.",bkqxrbb,,
2020-11-13 12:56:32,2020-11-13 13:03:35,IP Address,92.35.238.130,100,422,TRUE,2020-11-13 13:03:35,R_DNTBo8oKvFcu53P,,,,,67.85400391,20.22239685,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon ser ut att utova SUP (Stand Up Paddle). ,Hon haller i en ara/paddel (?) ,Hon ser ut att vara en siluett. ,,,,,,,,,,Man,Man,Man,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,24,Man,6,5,3,"Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1",4,"Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet ,Nej,Nej,Inte det,bsgnkoy,,
2020-11-13 13:17:00,2020-11-13 13:27:47,IP Address,83.185.44.66,100,647,TRUE,2020-11-13 13:27:48,R_WcBUy4vO9FqIzPH,,,,,59.36129761,17.97109985,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Paddla kanot,Sopar framfor huset ,Tanker pa battre dagar ,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,46,Man,4,5,6,6,4,4,4,5,5,3,6,5,3,5,5,Aldrig,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,,,,,tzwzhxd,,
2020-11-13 13:20:00,2020-11-13 13:28:15,IP Address,81.170.230.67,100,494,TRUE,2020-11-13 13:28:15,R_1kH0cNGcxdO73Pn,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star upp.,Hon anvander en ara. ,Hon lutar sig fram. ,,,,,,,,,,Man,Man,Kvinna,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,41,Kvinna ,2,6,6,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,"Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7",3,Nagon gang per vecka,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Om konsidentitet och fordomar. ,"Nja, men jag kande att jag kodade for manga som kvinnor. :)",Jag forsokte att tanka bort det. ,"Ja, flera kandes lite artificiella. ",xybzfre,,
2020-11-13 13:28:48,2020-11-13 13:35:03,IP Address,81.170.230.67,100,375,TRUE,2020-11-13 13:35:03,R_12fEJFwchPRKkuJ,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star upp. ,Hon anvander en ara.,Hon lutar sig fram. ,,,,,,,,,,Vet ej,Man,Kvinna,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,41,Kvinna ,3,6,6,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,"Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7",2,Nagon gang per vecka,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet och fordomar. ,"Nja, men jag tyckte att jag kodade for manga som kvinna. ",Jag forsokte tanka bort det. ,"Ja, flera kandes artificiella eller ihopsatta. ",xybzfre,,
2020-11-13 13:34:19,2020-11-13 13:41:03,IP Address,151.252.159.81,100,403,TRUE,2020-11-13 13:41:03,R_1dg0jrOTAre8vb7,,,,,57.88330078,13.01669312,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han star pa en brada,Han paddlar,Han tranar ,,,,,,,Man,Man,Man,Man,,Man,Kvinna,Man,Icke-binar,Kvinna,Man,Man,Kvinna,,Kvinna,,Kvinna,Kvinna,Kvinna,Kvinna,40,Kvinna ,5,4,4,4,3,"Stammer inte alls
1",2,6,4,5,3,2,6,6,6,Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Fordomar utifran utseende ,Nej ,Nej,Nagra var svara att bedoma. Nagot kandes fotoshoppat ,hyngoau,,
2020-11-13 13:39:57,2020-11-13 13:42:41,IP Address,84.216.128.63,100,163,TRUE,2020-11-13 13:42:41,R_1OP3JeeuTME9qcV,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hon ar I fint ,Hon har en del ,Hon var sa att ,,,,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,25,Man,"Stammer inte alls
1",3,2,2,3,3,3,"Stammer inte alls
1",2,4,3,6,2,3,5,Nagon gang om aret,Nagon gang om aret,"Ja, en kollega",,Nada,No,Yes,Poll,mrdyqth,,
2020-11-13 14:01:09,2020-11-13 14:09:10,IP Address,217.213.103.47,100,480,TRUE,2020-11-13 14:09:10,R_2S7xIjOPdkntgn0,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Gubbe som padlar ,Man som ror,Paddelman ,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,24,Man,4,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7",4,"Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Vet inte,Ja,Nej,Nja,eddqvvb,,
2020-11-13 14:07:13,2020-11-13 14:15:51,IP Address,90.226.46.129,100,518,TRUE,2020-11-13 14:15:52,R_1ZJTlKUv1N6H0Z3,,,,,57.48330688,12.63330078,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar,Han star och paddlar ,Han far baten att rora dig framat genom att paddla,,,,,,,Man,Man,Icke-binar,Man,Man,Vet ej,Icke-binar,Kvinna,Icke-binar,Kvinna,Vet ej,Kvinna,Icke-binar,Kvinna,Kvinna,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,49,Kvinna,5,"Stammer helt
7","Stammer helt
7",4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,4,"Stammer inte alls
1",4,"Stammer inte alls
1",4,2,4,Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Fordommar,Nej,Nej,Nej,cxbmadz,,
2020-11-13 14:06:30,2020-11-13 14:54:08,IP Address,81.234.233.253,100,2858,TRUE,2020-11-13 14:54:09,R_20iNvuno47ImOel,,,,,59.34599304,17.9815979,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon kampar pa ,Hon paddlar ,Hon vinner ,,,,,,,,,,Man,Man,Kvinna,Man,Man,Icke-binar,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,58,Man,4,2,4,3,2,2,2,2,4,2,2,4,6,"Mycket bra
7","Mycket bra
7",Nagon gang per vecka,Dagligen,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hen,Nej ,Nej ,Nej ,gopxwcf,,
2020-11-13 15:18:09,2020-11-13 15:28:28,IP Address,94.234.50.11,100,619,TRUE,2020-11-13 15:28:28,R_1M6PetpR7Fg8DDM,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Paddlar i vattnet,Star upp,Star upp i en bat och paddlar ,Man,Man,Man,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,45,Kvinna,3,5,5,2,5,5,4,4,2,4,2,"Stammer inte alls
1",6,4,5,Nagon gang i manaden,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Installning till hbtq ,Nej,Nej,Nej,exuvaey,,
2020-11-13 15:20:21,2020-11-13 15:29:54,IP Address,83.250.71.14,100,573,TRUE,2020-11-13 15:29:55,R_25XTLRgHsyFb3xg,,,,,56.04670715,12.69439697,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Star upp,Hen paddlar,Hen haller i paddlen,,,,,,,Icke-binar,Man,Icke-binar,Man,Man,Icke-binar,Kvinna,Kvinna,Icke-binar,Icke-binar,Icke-binar,Icke-binar,Kvinna,Kvinna,Kvinna,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,63,kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7",3,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1",4,"Stammer inte alls
1",4,6,5,Nagon gang om aret,Nagon gang per vecka,"Ja, en bekant",,stereotyper,lite,"lite, svart avgora efter foto vem som ar vem",ja,nxomumx,,
2020-11-13 16:03:04,2020-11-13 16:10:40,IP Address,178.30.101.165,100,456,TRUE,2020-11-13 16:10:40,R_yqEDdO4MNKcrcVb,,,,,59.42799377,17.95089722,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Ror en flotte,Tar sig fram,Far fysisk traning,Man,Man,,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Icke-binar,Kvinna,Kvinna,Icke-binar,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,50,Kvinna,4,5,5,5,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,3,"Stammer helt
7",2,"Mycket bra
7",4,4,Nagon gang per vecka,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,"Normer, hur vi uppfattar ting",Ja,"Nej, forsokte att svara spontant",Nej,wzkvnrk,,
2020-11-13 16:11:14,2020-11-13 16:16:27,IP Address,178.30.101.165,100,312,TRUE,2020-11-13 16:16:27,R_XXP0HWNMYjyfrvX,,,,,59.42799377,17.95089722,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Ror en flotte,Tar sig fram,Far fysisk traning,,,,,,,Man,Man,Icke-binar,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Icke-binar,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,50,Kvinna,2,5,4,4,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,4,"Stammer inte alls
1","Stammer helt
7",2,5,4,4,Nagon gang per vecka,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,"Normer,hur vi uppfattar ting",Ja,"Nej,forsokte att svara spontant",Nej,wzkvnrk,,
2020-11-13 16:18:08,2020-11-13 16:22:49,IP Address,94.234.32.171,100,280,TRUE,2020-11-13 16:22:49,R_2YVUph3dsZ5rITv,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Ror en flotte,Tar sig fram,Far fysisk traning,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Man,Man,Kvinna,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,50,Kvinna,4,4,4,5,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,4,"Stammer inte alls
1","Stammer helt
7",2,4,4,4,Nagon gang per vecka,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,"Normer, hur vi uppfattar ting",Ja,"Nej, forsokte att svara spontant",Nej,wzkvnrk,,
2020-11-13 22:50:58,2020-11-13 22:57:28,IP Address,37.46.169.242,100,389,TRUE,2020-11-13 22:57:28,R_2rIOXcvxsR0s9Tk,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Hen Paddlar kanot,Hen star pa kna i en kanot,Hen tavlar i kanot,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Vet ej,Kvinna,Icke-binar,Man,Man,Icke-binar,Kvinna,Icke-binar,Vet ej,Man,Kvinna,Kvinna,Kvinna,Icke-binar,68,Man,2,3,3,2,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",2,2,4,2,4,4,4,Nagon gang om aret,Dagligen,"Ja, annan person (ange)",Media,Attityder kring konsbestamning,?,-,Photoshoppade blandade kon...,xtnvckh,,
